Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Up Next,Position,Uploaded Image URL,Activities
Hazāroṃ hasarateṃ vo haiṃ,,,,,1831-1905 Dāg̲h̲ Dihlavī,"Dāg̲h̲ Dihlavī, 1831-1905",,,,,,Vāṇī Prakāśana,,,2014,,,,,,,,,,,,,,,,195,,,,,395 ₹,Hindi,,,,,,9789350721605,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 13:47:42.365023016,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350721600.01Z.jpg,
Hindustānī g̲h̲azaleṃ,,110 lokapriya śāyaroṃ kī cunī huī g̲h̲azaleṃ,,,Kamleshwar,Kamleshwar,,,,,,Rājapāla,,,2005,,,,,,,,,,,,,,,,240,,,,,250 ₹,Hindi,,,,,,9788170284918,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 13:45:23.792235016,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8170284910.01Z.jpg,
K̲h̲aiyāma kī madhuśālā,,,,,"Baccana, Harivansh Rai",Baccana,,,,,,Rajpal & Sons,,,2009,,,,,,,,,,,,,,,,128,,,,,135 ₹,Hindi,,,,,,9788170284253,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 13:42:13.864197015,,,,,,,3eQyYvs_gzIC,Hindi,0,0,,,
Koi Diwana Kahta Hai,,Kāvya saṅgraha,,,Kumar Vishvas,"Vishvas, Kumar",,,,,,Diamond Pocket Books,,2019/05/29,2019,,,,,"कुमार विश्वास के गीत ''सत्यम् शिवम् सुदरम् के सांस्कृतिक दर्शन की काव्यगत अनिवार्यता का प्रतिपदान करते हैं। कुमार के गीतों में भावनाओं का जैसा सहज, कुंठाहीन प्रवाह है, कल्पनाओं का जैसा अभीष्ट वैचारिक विस्तार है तथा इस सामंजस्य के सृजन हेतु जैसा अद्भुत शिल्प व शब्दकोश है, वह उनके कवि के भविष्य के विषय में एक सुखद आश्वस्ति प्रदान करता है। डॅा. कुमार विश्वास उम्र के लिहाज से नये लेकिन काव्य-दृष्टि से खूबसूरत कवि हैं। उनके होने से मंच की रौनक बढ़ जाती है। वह सुन्दर आवाज़, निराले अंदाज और ऊँची परवाज़ के गीतकार, ग़ज़लकार और मंच पर कहकहे उगाते शब्दकार हैं। कविता के साथ उनके कविता सुनाने का ढ़ंग भी श्रोताओं को नयी दुनिया में ले जाता है। गोपाल दास नीरज के बाद अगर कोई कवि, मंच की कसौटी पर खरा लगता है, तो वो नाम कुमार विश्वास के अलावा दूसरा नहीं हो सकता।",,,,,,,,,,,128,,,,,150 ₹,Hindi,,,,,,9789350831700,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 13:39:30.591382980,,,,,,,3pLIlAEACAAJ,Hindi,0,0,,,
Saaye Mein Dhoop,,,,,Dushyant Kumar,"Kumar, Dushyant",,,,,,Radhakrishna Prakashan,,2008/09/01,2008,,,,,"जिंदगी में कभी-कभी ऐसा दौर आता है जब तकलीफ गुनगुनाहट के रास्ते बाहर आना चाहती है ! उसमे फंसकर गेम-जाना और गेम-दौरां तक एक हो जाते हैं ! ये गजलें दरअसल ऐसे ही एक दौर की देन हैं ! यहाँ मैं साफ़ कर दूँ कि गजल मुझ पर नाजिल नहीं हुई ! मैं पिछले पच्चीस वर्षों से इसे सुनता और पसंद करता आया हूँ और मैंने कभी चोरी-छिपे इसमें हाथ भी आजमाया है ! लेकिन गजल लिखने या कहने के पीछे एक जिज्ञासा अक्सर मुझे तंग करती रही है और वह है कि भारतीय कवियों में सबसे प्रखर अनुभूति के कवि मिर्जा ग़ालिब ने अपनी पीड़ा की अभिव्यक्ति के लिए गजल का माध्यम ही क्यों चुना ? और अगर गजल के माध्यम से ग़ालिब अपनी निजी तकलीफ को इतना सार्वजानिक बना सकते हैं तो मेरी दुहरी तकलीफ (जो व्यक्तिगत भी है और सामाजिक भी) इस माध्यम के सहारे एक अपेक्षाकृत व्यापक पाठक वर्ग तक क्यों नहीं पहुँच सकती ? मुझे अपने बारे में कभी मुगालते नहीं रहे ! मैं मानता हूँ, मैं ग़ालिब नहीं हूँ ! उस प्रतिभा का शतांश भी शायद मुझमें नहीं है ! लेकिन मैं यह नहीं मानता कि मेरी तकलीफ ग़ालिब से कम हैं या मैंने उसे कम शिद्दत से महसूस किया है ! हो सकता है, अपनी-अपनी पीड़ा को लेकर हर आदमी को यह वहम होता हो...लेकिन इतिहास मुझसे जुडी हुई मेरे समय की तकलीफ का गवाह खुद है ! बस...अनुभूति की इसी जरा-सी पूँजी के सहारे मैं उस्तादों और महारथियों के अखाड़े में उतर पड़ा !",,,,,,,,,,,63,,,,,99 INR,Hindi,,,,,,9788183619530,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 13:50:22.633592963,,,,,,,XsqiQTyq6lIC,Hindi,0,0,,https://www.storytel.in/images/200x200/0000076461.jpg,
Saaye Mein Dhoop,,,,,Dushyant Kumar,"Kumar, Dushyant",,,,,,Radhakrishna Prakashan,,2008/09/01,2008,,,,,"जिंदगी में कभी-कभी ऐसा दौर आता है जब तकलीफ गुनगुनाहट के रास्ते बाहर आना चाहती है ! उसमे फंसकर गेम-जाना और गेम-दौरां तक एक हो जाते हैं ! ये गजलें दरअसल ऐसे ही एक दौर की देन हैं ! यहाँ मैं साफ़ कर दूँ कि गजल मुझ पर नाजिल नहीं हुई ! मैं पिछले पच्चीस वर्षों से इसे सुनता और पसंद करता आया हूँ और मैंने कभी चोरी-छिपे इसमें हाथ भी आजमाया है ! लेकिन गजल लिखने या कहने के पीछे एक जिज्ञासा अक्सर मुझे तंग करती रही है और वह है कि भारतीय कवियों में सबसे प्रखर अनुभूति के कवि मिर्जा ग़ालिब ने अपनी पीड़ा की अभिव्यक्ति के लिए गजल का माध्यम ही क्यों चुना ? और अगर गजल के माध्यम से ग़ालिब अपनी निजी तकलीफ को इतना सार्वजानिक बना सकते हैं तो मेरी दुहरी तकलीफ (जो व्यक्तिगत भी है और सामाजिक भी) इस माध्यम के सहारे एक अपेक्षाकृत व्यापक पाठक वर्ग तक क्यों नहीं पहुँच सकती ? मुझे अपने बारे में कभी मुगालते नहीं रहे ! मैं मानता हूँ, मैं ग़ालिब नहीं हूँ ! उस प्रतिभा का शतांश भी शायद मुझमें नहीं है ! लेकिन मैं यह नहीं मानता कि मेरी तकलीफ ग़ालिब से कम हैं या मैंने उसे कम शिद्दत से महसूस किया है ! हो सकता है, अपनी-अपनी पीड़ा को लेकर हर आदमी को यह वहम होता हो...लेकिन इतिहास मुझसे जुडी हुई मेरे समय की तकलीफ का गवाह खुद है ! बस...अनुभूति की इसी जरा-सी पूँजी के सहारे मैं उस्तादों और महारथियों के अखाड़े में उतर पड़ा !",,,,,,,,,,,63,,,,,99 INR,Hindi,,,,,,9788183619530,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 13:49:43.398066997,,,,,,,XsqiQTyq6lIC,Hindi,0,0,,https://www.storytel.in/images/200x200/0000076461.jpg,
Saaye Mein Dhoop,,,,,Dushyant Kumar,"Kumar, Dushyant",,,,,,Radhakrishna Prakashan,,2008/09/01,2008,,,,,"जिंदगी में कभी-कभी ऐसा दौर आता है जब तकलीफ गुनगुनाहट के रास्ते बाहर आना चाहती है ! उसमे फंसकर गेम-जाना और गेम-दौरां तक एक हो जाते हैं ! ये गजलें दरअसल ऐसे ही एक दौर की देन हैं ! यहाँ मैं साफ़ कर दूँ कि गजल मुझ पर नाजिल नहीं हुई ! मैं पिछले पच्चीस वर्षों से इसे सुनता और पसंद करता आया हूँ और मैंने कभी चोरी-छिपे इसमें हाथ भी आजमाया है ! लेकिन गजल लिखने या कहने के पीछे एक जिज्ञासा अक्सर मुझे तंग करती रही है और वह है कि भारतीय कवियों में सबसे प्रखर अनुभूति के कवि मिर्जा ग़ालिब ने अपनी पीड़ा की अभिव्यक्ति के लिए गजल का माध्यम ही क्यों चुना ? और अगर गजल के माध्यम से ग़ालिब अपनी निजी तकलीफ को इतना सार्वजानिक बना सकते हैं तो मेरी दुहरी तकलीफ (जो व्यक्तिगत भी है और सामाजिक भी) इस माध्यम के सहारे एक अपेक्षाकृत व्यापक पाठक वर्ग तक क्यों नहीं पहुँच सकती ? मुझे अपने बारे में कभी मुगालते नहीं रहे ! मैं मानता हूँ, मैं ग़ालिब नहीं हूँ ! उस प्रतिभा का शतांश भी शायद मुझमें नहीं है ! लेकिन मैं यह नहीं मानता कि मेरी तकलीफ ग़ालिब से कम हैं या मैंने उसे कम शिद्दत से महसूस किया है ! हो सकता है, अपनी-अपनी पीड़ा को लेकर हर आदमी को यह वहम होता हो...लेकिन इतिहास मुझसे जुडी हुई मेरे समय की तकलीफ का गवाह खुद है ! बस...अनुभूति की इसी जरा-सी पूँजी के सहारे मैं उस्तादों और महारथियों के अखाड़े में उतर पड़ा !",,,,,,,,,,,63,,,,,99 INR,Hindi,,,,,,9788183619530,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 13:49:11.987812042,,,,,,,XsqiQTyq6lIC,Hindi,0,0,,https://www.storytel.in/images/200x200/0000076461.jpg,
Samay Se Muthbher (Hindi Edition),,,,,Adam Gondavi,"Gondavi, Adam",,,,,,Vani Prakashan,,2010/01/26,2010,,,,,,,,,,,,,,,,108,,,,,150 ₹,Hindi,,,,,,9789352291656,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 13:41:18.324452042,,,,,,,,Hindi,0,0,,https://covers.openlibrary.org/b/id/8578466-L.jpg,
Samay Se Muthbher (Hindi Edition),,,,,Adam Gondavi,"Gondavi, Adam",,,,,,Vani Prakashan,,2010/01/26,2010,,,,,,,,,,,,,,,,108,,,,,150 ₹,Hindi,,,,,,9789352291656,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 13:40:49.760370016,,,,,,,,Hindi,0,0,,https://covers.openlibrary.org/b/id/8578466-L.jpg,
मधुशाला,,,,,बच्चन,बच्चन,,,,,,Rajpal & Sons,,,2002,,,,,,,,,,,,,,,,77,,,,,,Hindi,,,,,,9788170283447,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 13:46:31.209468007,,,,,,,TFVOSu__Jr0C,Hindi,0,0,,http://www.kavitakosh.org/kk/images/8/82/Madhushala.jpg,
