Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Up Next,Position,Uploaded Image URL,Activities
Āvārā masīhā,,,,,Vishnu Prabhakar,"Prabhakar, Vishnu",,,,,,Rajpal & Sons,,,2013,,,,,"Biography of a great Indian man of letters, Saradacandra Chatterji (ie., Saratcandra Cattopadhyaya).",,,,,,,,,,,354,,,,,425 ₹,Hindi,,,,,,9788170280040,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 17:56:39.963493943,,,,,,,CQ-z1kGSER4C,Hindi,0,0,,,
Devadāsa,,,,,Śaratcandra Caṭṭopādhyāya,"Caṭṭopādhyāya, Śaratcandra",,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,150 ₹,Hindi,,,,,,9788174831767,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 17:52:13.445165991,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8174831762.01Z.jpg,
Devdas,,,,,Sharat Chandra Chattopadhyaya,"Chattopadhyaya, Sharat Chandra",,,,,,Vani Prakashan,,,,,,,Comics & Graphic Novels,,,,,,,,,,,,130,,,,,75 INR,Hindi,,,,,,9789350004975,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 17:53:13.912350058,,,,,,,85k5DwAAQBAJ,Hindi,0,0,,,
Ek inch muskan.,,,,,Rajendra Yadav,"Yadav, Rajendra",,,,,,,,,,,,,,,,,,,,,,,,,255,,,,,275 ₹,Hindi,,,,,,9789350641620,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 17:48:53.215260028,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350641623.01Z.jpg,
Kurmanchali Ki Kavitayen,,,,,Manohar Shyam Joshi,"Joshi, Manohar Shyam",,,,,,Vani Prakashan,,2013/05/15,2013,,,,,,,,,,,,,,,,123,,,,,250 INR,Hindi,,,,,,9789350724286,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 17:58:01.766540050,,,,,,,FcAjDwAAQBAJ,Hindi,0,0,,,
Kurmanchali Ki Kavitayen,,,,,Manohar Shyam Joshi,"Joshi, Manohar Shyam",,,,,,Vani Prakashan,,2013/05/15,2013,,,,,,,,,,,,,,,,123,,,,,250 INR,Hindi,,,,,,9789350724286,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 17:58:22.491318941,,,,,,,FcAjDwAAQBAJ,Hindi,0,0,,,
Kurmanchali Ki Kavitayen,,,,,Manohar Shyam Joshi,"Joshi, Manohar Shyam",,,,,,Vani Prakashan,,2013/05/15,2013,,,,,,,,,,,,,,,,123,,,,,250 INR,Hindi,,,,,,9789350724286,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 17:58:46.763548970,,,,,,,FcAjDwAAQBAJ,Hindi,0,0,,,
Kurmanchali Ki Kavitayen,,,,,Manohar Shyam Joshi,"Joshi, Manohar Shyam",,,,,,Vani Prakashan,,2013/05/15,2013,,,,,,,,,,,,,,,,123,,,,,250 INR,Hindi,,,,,,9789350724286,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 17:57:33.089254021,,,,,,,FcAjDwAAQBAJ,Hindi,0,0,,,
Merī priya kahāniyām̐,,,,,Acharya Caturasena,"Caturasena, Acharya",,,,,,Rājapāla eṇḍa Sanza,,,2012,,,,,,,,,,,,,,,,144,,,,,150 ₹,Hindi,,,,,,9789350640524,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 17:50:37.989974021,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/935064052X.01Z.jpg,
Merī priya kahāniyāṃ,,,,,Kāmatānātha 1935,"1935, Kāmatānātha",,,,,,Rājapāla eṇḍ Sanz,,,2013,,,,,,,,,,,,,,,,,,,,,135 ₹,Hindi,,,,,,9789350641125,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 17:51:25.223237037,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350641127.01Z.jpg,
Merī priya kahāniyāṃ,,,,,Kāmatānātha 1935,"1935, Kāmatānātha",,,,,,Rājapāla eṇḍ Sanz,,,2013,,,,,,,,,,,,,,,,,,,,,135 ₹,Hindi,,,,,,9789350641125,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/25 17:50:19.968760967,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350641127.01Z.jpg,
