Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Up Next,Position,Uploaded Image URL,Activities
Musāfira,,,,,1935 Bashīr Badr,"Bashīr Badr, 1935",,,,,,,,,,,,,,,,,,,,,,,,,209,,,,,195 ₹,,,,,,,9788183225908,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 15:42:23.246484994,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/818322590X.01Z.jpg,
Merī priya kahāniyāṃ,,,,,Kāśīnātha Siṃha,"Siṃha, Kāśīnātha",,,,,,Rājapāla eṇḍ Sanz,,,2013,,,,,,,,,,,,,,,,,,,,,165 ₹,,,,,,,9788170289159,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 15:54:47.849321961,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8170289157.01Z.jpg,
Kāyākalpa,,Pramāṇika va asaṅkshipta upanyāsa,,,1881-1936 Premacanda,"Premacanda, 1881-1936",,,,,,Sākshī Prakāśana,,,2012,,,,,,,,,,,,,,,,365,,,,,180 ₹,,,,,,,9788186265888,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 16:04:01.943408966,,,,,,,,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/733C31FC-6C1C-4565-B54D-06D1352B9896,
Ek Violin Samandar Ke Kinare,,,,,Krishna Chander,"Chander, Krishna",,,,,,Rajkamal Prakashan,,2005/09/01,2005,,,,,"इस उपन्यास का नायक-केशव-हजारों साल पीछे छूट गई दुनिया से हमारी दुनिया में आया है । आया है एक लड़की से प्रेम करने की अटूट इच्छा लिये । वह लड़की उसे मिलती भी है, लेकिन त्रासदी यह है कि वह उसकी हत्या कर डालता है !––– –––तो जो व्यक्ति अपनी दुनिया से हमारी दुनिया में प्यार करने आया था, उसने हत्या क्यों की ? यही है इस उपन्यास का मुख्य सवाल, जिसका जवाब कृष्ण चंदर ने अपने खास अंदाज में दिया है । इस प्रक्रिया में उनका यह बहुचर्चित उपन्यास वर्तमान सभ्यता के पूँजीवादी जीवन–मूल्यों पर तो प्रहार करता ही है, उन मूल्यों को भी उजागर करता है, जो मानव–सभ्यता को निरंतर गतिशील बनाए हुए हैं । उनकी मान्यता है कि पुरानी दुनिया के सिद्धांतों से नई दुनिया को नहीं परखा जा सकता । नई दुनिया की स्त्री भी नई है-प्रेम के कबीलाई और सामंती मूल्य उसे स्वीकार नहीं । अब वह स्वतंत्र है । वास्तव में सतत परिवर्तनशील मूल्य–मान्यताओं का अंत: संघर्ष इस कथाकृति को जो ऊँचाई सौंपता है, वह अपने प्रभाव में आकर्षक भी है और मूल्यवान भी ।",,,,,,,,,,,164,,,,,95 INR,Hindi,,,,,,9788171788200,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 16:55:54.747097969,,,,,,,ZppgTuGEu4cC,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/D0CB64D5-22B2-4669-A79D-9D9CB0E6930B,
Apane kheta meṃ--,,,,,Nāgārjuna,Nāgārjuna,,,,,,Vani Prakashan,,,1997,,,,,,,,,,,,,,,,63,,,,,175 ₹,Hindi,,,PK2098.M46 A88 1997,98901985,,9788170555728,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 15:43:01.883733034,,,,,,,VrRXvd5pQlAC,Hindi,0,0,,,
Merī priya kahāniyām̐,,,,,Bhīshma Sāhanī,"Sāhanī, Bhīshma",,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,150 ₹,,,,,,,9789350640692,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 15:55:46.735267043,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350640694.01Z.jpg,
Tum Meri Jaan Ho Raziya B,,,,,Piyush Mishra,"Mishra, Piyush",,,,,,Rajkamal Prakashan,,2020/05/01,2020,,,,,"इस किताब में अभिनेता, गीतकार, संगीतकार, रंगकर्मी पीयूष मिश्रा की कविताएँ हैं। बकौल पीयूष ये कविताएँ उन्होंने अपने जीवन के एक खास दौर में लिखीं और इनका अपना एक खास मकसद था। ये अपने आप से, अपनी आत्मा के सच से साक्षात्कार की कविताएँ हैं। अपने आप और अपने परिजन-लोक को सम्बोधित। विपश्यना ध्यान के दौरान जब उन्हें अपने अब तक के जीवन पर दृष्टिपात करने का अवसर मिला तब उन्होंने इन कविताओं को लिखना शुरू किया। लेकिन जैसा कि लिखी जाने के बाद हर कविता करती है, वह अपने सर्जक-भर की नहीं रह जाती। ये भी नहीं हैं। हम भी इनमें अपने आप को देख सकते हैं। मन के एकाकी कोनों से झरीं ये पंक्तियाँ कभी अपनी एक लय लेकर आती हैं तो कभी असम्बद्ध-सा दिखने वाला आत्मालाप। हम में से हर किसी को किसी न किसी मौ$के पर अपने आप से रू-ब-रू होना होता है। उन क्षणों में ये कविताएँ हमें ज़रूर याद आएँगी।",,,,,,,,,,,78,,,,,99 INR,English,,,,,,9789387462892,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 16:16:05.356801033,,,,,,,acDhDwAAQBAJ,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/31D7F27E-52CB-4463-928D-AEA6AD6E5162,
Diwan - I - Ghalib,,,,,Nand Kishore Acharya,"Acharya, Nand Kishore",,,,,,Vagdevi Prakashan,,,2009,,,,,Selected poems of an Urdu poet.,,,,,,,,,,,272,,,,,150 ₹,Hindi,,,,,,9788187482437,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 16:56:48.139667034,,,,,,,z3eOSQAACAAJ,Hindi,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/A771BA4D-556B-42F7-8CA6-B964471CB272,
Anguliyon ka orchestra. 1,,,,,Osamu Yamamoto,"Yamamoto, Osamu",,,,,,,,,,,,,,,,,,,,,,,,,244,,,,,300 ₹,,,,,,,9789350729076,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 15:45:35.306532979,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350729075.01Z.jpg,
Teen puraskrit natak,,,,,Vibhā Rānī,"Rānī, Vibhā",,,,,,Vani Prakashan,,,2002,,,,Hindi drama,,,,,,,,,,,,128,,,,,200 ₹,Hindi,,,MLCSA 2003/01407 (P),2003306608,,9788170551317,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/18 15:56:18.438614010,,,,,,,FgQ8HbURIJEC,Hindi,0,0,,,
