Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Up Next,Position,Uploaded Image URL,Activities
Aitabāra,,,,,Anjum Bārahbankvī,"Bārahbankvī, Anjum",,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,150 ₹,Hindi,,,,,,9789388241021,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 15:55:49.032701015,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9388241029.01Z.jpg,
Hindī ke lokapriya gītakāra,,,,,Neeraj & Dr. Kiran Singh,Neeraj,,,,,,,,,,,,,,,,,,,,,,,,,251,,,,,150 ₹,Hindi,,,,,,9788121615150,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/27 15:01:18.303516983,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8121615151.01Z.jpg,
Kavyanjali,,,,,"Gopaldas ""Neeraj'","""Neeraj', Gopaldas",,,,,,Manjul Publishing,,2017/09/23,2017,,,,Poetry,"हिन्दी के महान कवि व गीतकार, गोपालदास सक्सेना 'नीरज' की यह पुस्तक इस  मायने में विशेष है कि उनकी संपूर्ण रचनाओं में से उन्हीं के द्वारा चुने  गए ये गीत उनके दिल के क़रीब हैं। उनके प्रिय गीतों के इस संकलन को उनके  चाहनेवाले ज़रूर सहेज कर रखना चाहेंगे। इस पुस्तक में उनकी काव्य-यात्रा के,  विभिन्न दौर के गीत समाहित हैं, जो सन् 1941 से आरंभ होकर आज तक चल रही  है। नीरज ने अपनी कृतियों के माध्यम से हिन्दी और उर्दू भेद मिटा दिया है,  इसलिए दोनों भाषाओं के पाठक उन्हें समान रूप से पढ़ते व प्यार करते हैं।  उनका काव्य अध्यात्म जितनी गहराई और मानवतावादी दृष्टिकोण से परिपूर्ण है व  उनकी शैली सहज-सरल है।",,,,,,,,,,,160,,,,,175 INR,Hindi,,,,,,9788183223904,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 15:56:44.187039017,,,,,,,HvE2DwAAQBAJ,Hindi,0,0,,,
K̲h̲āmośī,,,,,Gauhar Raza,"Raza, Gauhar",,,,,,,,,,,,,,,,,,,,,,,,,174,,,,,225 ₹,Hindi,,,,,,9789386534200,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/26 15:55:07.599051952,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9386534207.01Z.jpg,
Kr̥shṇa Bihārī 'Nūra',,"Cunī huī nazmeṃ, g̲h̲azaleṃ, śera aura jīvana-paricaya = Krishna Bihari 'Noor'",,,Kr̥shṇa Bihārī Nūra,"Nūra, Kr̥shṇa Bihārī",,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,195 ₹,Hindi,,,,,,9789350641804,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/27 15:05:09.453531026,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350641801.01Z.jpg,
Kr̥shṇa Bihārī 'Nūra',,"Cunī huī nazmeṃ, g̲h̲azaleṃ, śera aura jīvana-paricaya = Krishna Bihari 'Noor'",,,Kr̥shṇa Bihārī Nūra,"Nūra, Kr̥shṇa Bihārī",,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,195 ₹,Hindi,,,,,,9789350641804,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/27 15:03:06.442263960,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350641801.01Z.jpg,
Path Ka Geet,,,,,Rabindra Nath Tagore,"Tagore, Rabindra Nath",,,,,,Rajpal & Sons,,,,,,,,,,,,,,,,,,,116,,,,,99 ₹,Hindi,,,,,,9788170287674,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/27 15:04:26.449157953,,,,,,,may4iPZlI4oC,Hindi,0,0,,,
Urvashi,,,,,Ramdhari Singh Dinkar,"Dinkar, Ramdhari Singh",,,,,,Lokbharti Prakashan,,2008/09/01,2008,,,,,"1961 ई. में प्रकाशित इस काव्य-नाटक में ‘दिनकर’ ने उर्वशी और पुरुरवा के प्राचीन आख्यान को एक नये अर्थ से जोड़ना चाहा है ! इस कृति में पुरुरवा और उर्वशी अलग-अलग तरह की प्यास लेकर आये हैं ! पुरुरवा धरती पुत्र है और उर्वशी देवलोक से उतरी हुई नारी है ! पुरुरवा के भीतर देवत्व की तृष्णा का सुख भोगना चाहती है ! उर्वशी प्रेम और सौंदर्य का काव्य है ! प्रेम और सौंदर्य की मूल धारा में जीवन दर्शन सम्बन्धी अन्य छोटी-छोटी धाराएं आकर मिल जाती हैं ! प्रेम और सौन्दर्य का विधान कवि ने बहुत व्यापक धरातल पर किया है ! कवि ने प्रेम की छबियों को मनोवैज्ञानिक धरातल पर पहचाना है ! ‘दिनकर’ की भाषा में हमेशा एक प्रत्यक्षता और सादगी दिखी है, परन्तु उर्वशी में भाषा की सादगी अलंकृति और अभिजात्य की चमक पहन कर आयी है—शायद यह इस कृति की वस्तु की माँग रही हो !",,,,,,,,,,,154,,,,,95 INR,English,,,,,,9788180313172,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/27 15:08:48.569067955,,,,,,,C_JDDwAAQBAJ,Hindi,0,0,,https://rukminim1.flixcart.com/image/1664/1664/book/1/7/2/urvashi-original-imad98j2xnpj65dz.jpeg?q=90,
Urvashi,,,,,Ramdhari Singh Dinkar,"Dinkar, Ramdhari Singh",,,,,,Lokbharti Prakashan,,2008/09/01,2008,,,,,"1961 ई. में प्रकाशित इस काव्य-नाटक में ‘दिनकर’ ने उर्वशी और पुरुरवा के प्राचीन आख्यान को एक नये अर्थ से जोड़ना चाहा है ! इस कृति में पुरुरवा और उर्वशी अलग-अलग तरह की प्यास लेकर आये हैं ! पुरुरवा धरती पुत्र है और उर्वशी देवलोक से उतरी हुई नारी है ! पुरुरवा के भीतर देवत्व की तृष्णा का सुख भोगना चाहती है ! उर्वशी प्रेम और सौंदर्य का काव्य है ! प्रेम और सौंदर्य की मूल धारा में जीवन दर्शन सम्बन्धी अन्य छोटी-छोटी धाराएं आकर मिल जाती हैं ! प्रेम और सौन्दर्य का विधान कवि ने बहुत व्यापक धरातल पर किया है ! कवि ने प्रेम की छबियों को मनोवैज्ञानिक धरातल पर पहचाना है ! ‘दिनकर’ की भाषा में हमेशा एक प्रत्यक्षता और सादगी दिखी है, परन्तु उर्वशी में भाषा की सादगी अलंकृति और अभिजात्य की चमक पहन कर आयी है—शायद यह इस कृति की वस्तु की माँग रही हो !",,,,,,,,,,,154,,,,,95 INR,English,,,,,,9788180313172,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/27 15:10:00.685292005,,,,,,,C_JDDwAAQBAJ,Hindi,0,0,,https://rukminim1.flixcart.com/image/1664/1664/book/1/7/2/urvashi-original-imad98j2xnpj65dz.jpeg?q=90,
Urvashi,,,,,Ramdhari Singh Dinkar,"Dinkar, Ramdhari Singh",,,,,,Lokbharti Prakashan,,2008/09/01,2008,,,,,"1961 ई. में प्रकाशित इस काव्य-नाटक में ‘दिनकर’ ने उर्वशी और पुरुरवा के प्राचीन आख्यान को एक नये अर्थ से जोड़ना चाहा है ! इस कृति में पुरुरवा और उर्वशी अलग-अलग तरह की प्यास लेकर आये हैं ! पुरुरवा धरती पुत्र है और उर्वशी देवलोक से उतरी हुई नारी है ! पुरुरवा के भीतर देवत्व की तृष्णा का सुख भोगना चाहती है ! उर्वशी प्रेम और सौंदर्य का काव्य है ! प्रेम और सौंदर्य की मूल धारा में जीवन दर्शन सम्बन्धी अन्य छोटी-छोटी धाराएं आकर मिल जाती हैं ! प्रेम और सौन्दर्य का विधान कवि ने बहुत व्यापक धरातल पर किया है ! कवि ने प्रेम की छबियों को मनोवैज्ञानिक धरातल पर पहचाना है ! ‘दिनकर’ की भाषा में हमेशा एक प्रत्यक्षता और सादगी दिखी है, परन्तु उर्वशी में भाषा की सादगी अलंकृति और अभिजात्य की चमक पहन कर आयी है—शायद यह इस कृति की वस्तु की माँग रही हो !",,,,,,,,,,,154,,,,,95 INR,English,,,,,,9788180313172,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/27 15:11:29.049325942,,,,,,,C_JDDwAAQBAJ,Hindi,0,0,,https://rukminim1.flixcart.com/image/1664/1664/book/1/7/2/urvashi-original-imad98j2xnpj65dz.jpeg?q=90,
